timestamp,PPG
1669285070.8723488,2050
1669285070.897343,2221
1669285070.8983433,2409
1669285070.8993433,2596
1669285070.9223425,2762
1669285070.923342,2887
1669285070.9243546,2962
1669285070.9473453,2990
1669285070.948343,2962
1669285070.972342,2888
1669285070.973343,2767
1669285070.9743414,2610
1669285070.997349,2428
1669285070.9983406,2232
1669285071.0223422,2048
1669285071.023344,1879
1669285071.04741,1733
1669285071.048411,1612
1669285071.0494125,1508
1669285071.0723836,1429
1669285071.0733411,1377
1669285071.0983427,1354
1669285071.1223454,1383
1669285071.1474028,1551
1669285071.148417,1635
1669285071.172373,1722
1669285071.1983435,1997
1669285071.223343,2036
1669285071.2243447,2050
1669285071.22635,2052
1669285071.247374,2041
1669285071.2483742,2017
1669285071.272342,1980
1669285071.2733426,1930
1669285071.2993462,1872
1669285071.301342,1815
1669285071.3223512,1753
1669285071.3233454,1697
1669285071.3243465,1649
1669285071.3263445,1608
1669285071.347412,1575
1669285071.3733475,1526
1669285071.3743477,1524
1669285071.397345,1527
1669285071.4223523,1553
1669285071.4243553,1565
1669285071.4474056,1581
1669285071.4483747,1596
1669285071.4723706,1611
1669285071.473374,1623
1669285071.4743698,1639
1669285071.4983757,1657
1669285071.4993758,1673
1669285071.5223544,1688
1669285071.523349,1699
1669285071.5243466,1707
1669285071.5474107,1714
1669285071.548411,1717
1669285071.5723445,1716
1669285071.5733519,1716
1669285071.5743434,1713
1669285071.5974255,1710
1669285071.5984237,1709
1669285071.6223435,1716
1669285071.6233525,1723
1669285071.62535,1725
1669285071.6474404,1727
1669285071.6484375,1732
1669285071.673377,1750
1669285071.677431,1799
1669285071.6784325,1892
1669285071.6974454,2032
1669285071.698443,2211
1669285071.7223475,2416
1669285071.7233443,2625
1669285071.7474353,2817
1669285071.7484348,2970
1669285071.772387,3069
1669285071.7733436,3108
1669285071.7743833,3082
1669285071.797433,2997
1669285071.7984347,2864
1669285071.7993462,2700
1669285071.822345,2520
1669285071.8233433,2327
1669285071.824346,2136
1669285071.8476121,1960
1669285071.8486109,1810
1669285071.8725593,1693
1669285071.8735535,1606
1669285071.8745513,1544
1669285071.8977616,1501
1669285071.8987923,1475
1669285071.9227111,1462
1669285071.9237041,1459
1669285071.9247084,1465
1669285071.9477992,1486
1669285071.9487956,1524
1669285071.9727476,1574
1669285071.9737036,1635
1669285071.9790423,1709
1669285072.0219648,1929
1669285072.0239587,1979
1669285072.024969,2013
1669285072.07199,2042
1669285072.0739655,2025
1669285072.0989587,1903
1669285072.1389637,1847
1669285072.1399767,1792
1669285072.1724782,1654
1669285072.173495,1618
1669285072.1974766,1589
1669285072.1984763,1569
1669285072.1994858,1556
1669285072.2224798,1551
1669285072.2234845,1552
1669285072.2474828,1589
1669285072.2484834,1605
1669285072.2724771,1619
1669285072.2734792,1630
1669285072.274477,1643
1669285072.2974827,1661
1669285072.2984807,1680
1669285072.322478,1703
1669285072.32348,1718
1669285072.3244789,1729
1669285072.3474844,1739
1669285072.3484774,1744
1669285072.3724785,1747
1669285072.3734765,1750
1669285072.3744788,1756
1669285072.3975594,1765
1669285072.4234807,1774
1669285072.424492,1768
1669285072.4474795,1759
1669285072.4734843,1728
1669285072.4764771,1726
1669285072.497476,1736
1669285072.498485,1773
1669285072.522483,1846
1669285072.5234828,1966
1669285072.5474753,2136
1669285072.5734806,2983
1669285072.5774841,3126
1669285072.5974824,3207
1669285072.598491,3221
1669285072.6224864,3173
1669285072.62348,3068
1669285072.6724875,2360
1669285072.673486,2164
1669285072.7224789,1634
1669285072.7234805,1570
1669285072.7244806,1532
1669285072.7524815,1514
1669285072.7534835,1512
1669285072.7844806,1520
1669285072.7884803,1581
1669285072.8220115,1622
1669285072.8240097,1674
1669285072.8250163,1740
1669285072.8260126,1811
1669285072.84701,1881
1669285072.8490102,1943
1669285072.8730147,1993
1669285072.87401,2029
1669285072.897008,2049
1669285072.9230185,2054
1669285072.9240115,2043
1669285072.92502,2016
1669285072.9260204,1978
1669285072.947007,1925
1669285072.9490094,1866
1669285072.9500084,1810
1669285072.9726174,1755
1669285072.9736257,1705
1669285072.9976122,1665
1669285072.9986148,1632
1669285072.9996133,1606
1669285073.0226135,1589
1669285073.023614,1580
1669285073.030645,1578
1669285073.0476725,1582
1669285073.048648,1594
1669285073.0736444,1605
1669285073.0746121,1620
1669285073.0776863,1634
1669285073.122619,1688
1669285073.1236153,1705
1669285073.1476772,1722
1669285073.1486468,1738
1669285073.1726108,1751
1669285073.1976132,1758
1669285073.1986468,1767
1669285073.2036452,1771
1669285073.2046483,1774
1669285073.2056165,1778
1669285073.2076542,1782
1669285073.222615,1787
1669285073.2276115,1793
1669285073.2476861,1804
1669285073.2486508,1810
1669285073.2726157,1814
1669285073.273651,1810
1669285073.2746122,1806
1669285073.2976134,1797
1669285073.2986422,1786
1669285073.3226154,1772
1669285073.323621,1760
1669285073.3246157,1747
1669285073.3476427,1728
1669285073.3486423,1709
1669285073.3726144,1698
1669285073.373613,1699
1669285073.4226139,1727
1669285073.4236178,1795
1669285073.4246151,1915
1669285073.425625,2089
1669285073.4276552,2303
1669285073.447687,2538
1669285073.472644,2770
1669285073.4736488,2978
1669285073.4746125,3131
1669285073.4756136,3223
1669285073.4976795,3246
1669285073.4986136,3206
1669285073.5266125,2606
1669285073.547688,2414
1669285073.5486472,2225
1669285073.5726516,2057
1669285073.5736156,1911
1669285073.597642,1793
1669285073.6226134,1615
1669285073.6236227,1596
1669285073.647682,1588
1669285073.6726167,1617
1669285073.6736252,1647
1669285073.6746223,1692
1669285073.6976135,1745
1669285073.6986122,1805
1669285073.726615,1868
1669285073.7276103,1924
1669285073.7486143,2053
1669285073.7726638,2074
1669285073.7736492,2073
1669285073.7766109,2055
1669285073.7976184,2023
1669285073.79862,1985
1669285073.822613,1944
1669285073.8486114,1783
1669285073.8726132,1750
1669285073.8736107,1722
1669285073.8976116,1700
1669285073.8986115,1684
1669285073.9226131,1673
1669285073.923618,1666
1669285073.9476187,1664
1669285073.9486175,1668
1669285073.9496107,1674
1669285073.9506123,1680
1669285073.9726121,1687
1669285073.9736154,1695
1669285073.9976892,1704
1669285073.9986863,1714
1669285073.9996123,1724
1669285074.0226145,1737
1669285074.0236146,1752
1669285074.0596132,1772
1669285074.0606112,1791
1669285074.097614,1837
1669285074.098616,1849
1669285074.0996137,1859
1669285074.1016116,1864
1669285074.1226292,1867
1669285074.138613,1862
1669285074.1476135,1851
1669285074.1486454,1839
1669285074.1496165,1830
1669285074.1726506,1824
1669285074.1736493,1819
1669285074.1976798,1813
1669285074.19868,1806
1669285074.2226164,1797
1669285074.223615,1786
1669285074.2246146,1776
1669285074.227616,1770
1669285074.2476869,1768
1669285074.2486854,1775
1669285074.2726433,1798
1669285074.273649,1847
1669285074.2976933,1934
1669285074.2986312,2067
1669285074.2996147,2243
1669285074.3226159,2452
1669285074.3236217,2675
1669285074.3477075,2887
1669285074.3487113,3068
1669285074.353647,3201
1669285074.3726447,3275
1669285074.3736477,3279
1669285074.3976395,3219
1669285074.3986454,3105
1669285074.3996258,2947
1669285074.4226222,2764
1669285074.4236162,2565
1669285074.447659,2366
1669285074.4486601,2180
1669285074.4496124,2016
1669285074.4726274,1879
1669285074.4736412,1773
1669285074.4976873,1695
1669285074.4986863,1642
1669285074.4996147,1612
1669285074.5226185,1606
1669285074.5476856,1612
1669285074.5486872,1629
1669285074.5496142,1654
1669285074.572648,1697
1669285074.573655,1751
1669285074.5746121,1813
1669285074.5986173,1887
1669285074.5996127,1966
1669285074.6016133,2043
1669285074.6226132,2110
1669285074.6366484,2162
1669285074.6476684,2197
1669285074.6486702,2215
1669285074.6496308,2213
1669285074.6726124,2190
1669285074.6736407,2153
1669285074.6986847,2100
1669285074.722618,1918
1669285074.7236218,1860
1669285074.7476754,1807
1669285074.7486775,1760
1669285074.7496116,1724
1669285074.7726429,1701
1669285074.7736495,1691
1669285074.7996151,1715
1669285074.8226244,1727
1669285074.8236206,1742
1669285074.8476799,1764
1669285074.8486557,1784
1669285074.8496144,1800
1669285074.8726134,1818
1669285074.8986106,1851
1669285074.899613,1859
1669285074.9226167,1866
1669285074.948614,1883
1669285074.9496143,1887
1669285074.9726162,1893
1669285074.977612,1893
1669285074.978628,1891
1669285074.9976115,1889
1669285075.0226152,1879
1669285075.0236301,1866
1669285075.0246127,1853
1669285075.0476186,1844
1669285075.0486102,1835
1669285075.0496128,1827
1669285075.0726109,1823
1669285075.0736146,1824
1669285075.0976102,1829
1669285075.0986106,1835
1669285075.122614,1840
1669285075.1236136,1858
1669285075.1476872,1895
1669285075.1486108,1973
1669285075.1496153,2094
1669285075.1516109,2255
1669285075.1726456,2448
1669285075.1736503,2654
1669285075.1976142,2850
1669285075.226613,3233
1669285075.247645,3186
1669285075.2736132,2522
1669285075.299611,1965
1669285075.338613,1833
1669285075.3396184,1730
1669285075.373615,1540
1669285075.3746166,1545
1669285075.3976426,1572
1669285075.3986123,1615
1669285075.3996134,1671
1669285075.4226162,1741
1669285075.4236124,1820
1669285075.4476404,1902
1669285075.448613,1982
1669285075.449614,2059
1669285075.4726124,2124
1669285075.4736516,2175
1669285075.4976106,2204
1669285075.5226202,2212
1669285075.5236166,2205
1669285075.5246174,2183
1669285075.525621,2143
1669285075.5476859,2088
1669285075.5486135,2027
1669285075.5496163,1969
1669285075.5726423,1909
1669285075.5736127,1853
1669285075.5976136,1801
1669285075.5986164,1759
1669285075.5996113,1722
1669285075.6226137,1699
1669285075.6236188,1682
1669285075.6476717,1669
1669285075.6486137,1663
1669285075.6496117,1667
